,skype_chat.pcap
879,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
880,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
881,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
882,"['10.152.152.11', 50946, '157.56.126.188', 443]"
883,"['157.56.126.188', 443, '10.152.152.11', 50946]"
884,"['157.56.126.188', 443, '10.152.152.11', 50946]"
885,"['10.152.152.11', 50946, '157.56.126.188', 443]"
886,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
887,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
888,"['10.152.152.11', 'xxxx', '142.150.176.127', 'xxxx']"
889,"['10.152.152.11', 'xxxx', '115.39.103.233', 'xxxx']"
890,"['157.56.126.188', 443, '10.152.152.11', 50946]"
891,"['10.152.152.11', 50946, '157.56.126.188', 443]"
892,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
893,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
894,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
895,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
896,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
897,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
898,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
899,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
900,"['157.56.126.188', 443, '10.152.152.11', 50946]"
901,"['10.152.152.11', 50946, '157.56.126.188', 443]"
902,"['157.56.126.188', 443, '10.152.152.11', 50946]"
903,"['10.152.152.11', 50946, '157.56.126.188', 443]"
904,"['157.56.126.188', 443, '10.152.152.11', 50946]"
905,"['10.152.152.11', 50946, '157.56.126.188', 443]"
906,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
907,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
908,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
909,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
910,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
911,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
912,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
913,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
914,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
915,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
916,"['157.56.126.188', 443, '10.152.152.11', 50946]"
917,"['10.152.152.11', 50946, '157.56.126.188', 443]"
918,"['157.56.126.188', 443, '10.152.152.11', 50946]"
919,"['10.152.152.11', 50946, '157.56.126.188', 443]"
920,"['10.152.152.11', 50946, '157.56.126.188', 443]"
921,"['157.56.126.188', 443, '10.152.152.11', 50946]"
922,"['10.152.152.11', 50946, '157.56.126.188', 443]"
923,"['157.56.126.188', 443, '10.152.152.11', 50946]"
924,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
925,"['157.56.126.188', 443, '10.152.152.11', 50946]"
926,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
927,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
928,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
929,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
930,"['10.152.152.11', 50946, '157.56.126.188', 443]"
931,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
932,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
933,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
934,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
935,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
936,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
937,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
938,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
939,"['157.56.126.188', 443, '10.152.152.11', 50946]"
940,"['10.152.152.11', 50946, '157.56.126.188', 443]"
941,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
942,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
943,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
944,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
945,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
946,"['157.56.126.188', 443, '10.152.152.11', 50946]"
947,"['10.152.152.11', 50946, '157.56.126.188', 443]"
948,"['157.56.126.188', 443, '10.152.152.11', 50946]"
949,"['10.152.152.11', 50946, '157.56.126.188', 443]"
950,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
951,"['10.152.152.11', 50946, '157.56.126.188', 443]"
952,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
953,"['157.56.126.188', 443, '10.152.152.11', 50946]"
954,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
955,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
956,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
957,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
958,"['10.152.152.11', 50946, '157.56.126.188', 443]"
959,"['157.56.126.188', 443, '10.152.152.11', 50946]"
960,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
961,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
962,"['157.56.126.188', 443, '10.152.152.11', 50946]"
963,"['10.152.152.11', 50946, '157.56.126.188', 443]"
964,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
965,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
966,"['157.56.126.188', 443, '10.152.152.11', 50946]"
967,"['10.152.152.11', 50946, '157.56.126.188', 443]"
968,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
969,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
970,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
971,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
972,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
973,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
974,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
975,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
976,"['157.56.126.188', 443, '10.152.152.11', 50946]"
977,"['10.152.152.11', 50946, '157.56.126.188', 443]"
978,"['10.152.152.11', 50946, '157.56.126.188', 443]"
979,"['157.56.126.188', 443, '10.152.152.11', 50946]"
980,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
981,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
982,"['157.56.126.188', 443, '10.152.152.11', 50946]"
983,"['10.152.152.11', 50946, '157.56.126.188', 443]"
984,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
985,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
986,"['157.56.126.188', 443, '10.152.152.11', 50946]"
987,"['10.152.152.11', 50946, '157.56.126.188', 443]"
988,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
989,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
990,"['157.56.126.188', 443, '10.152.152.11', 50946]"
991,"['10.152.152.11', 50946, '157.56.126.188', 443]"
992,"['10.152.152.11', 50946, '157.56.126.188', 443]"
993,"['157.56.126.188', 443, '10.152.152.11', 50946]"
994,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
995,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
996,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
997,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
998,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
999,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1000,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1001,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1002,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1003,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1004,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1005,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1006,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1007,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1008,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1009,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1010,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1011,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1012,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1013,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1014,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1015,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1016,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1017,"['10.152.152.11', 42164, '157.55.130.175', 33033]"
1018,"['157.55.130.175', 33033, '10.152.152.11', 42164]"
1019,"['10.152.152.11', 'xxxx', '142.150.176.127', 'xxxx']"
1020,"['10.152.152.11', 'xxxx', '115.39.103.233', 'xxxx']"
1021,"['157.55.130.175', 33033, '10.152.152.11', 42164]"
1022,"['10.152.152.11', 42164, '157.55.130.175', 33033]"
1023,"['157.55.130.175', 33033, '10.152.152.11', 42164]"
1024,"['10.152.152.11', 42164, '157.55.130.175', 33033]"
1025,"['10.152.152.11', 'xxxx', '5.1.83.201', 'xxxx']"
1026,"['10.152.152.11', 'xxxx', '5.1.83.201', 'xxxx']"
1027,"['10.152.152.11', 'xxxx', '5.1.83.201', 'xxxx']"
1028,"['10.152.152.11', 'xxxx', '5.1.83.201', 'xxxx']"
1029,"['10.152.152.11', 'xxxx', '5.1.83.201', 'xxxx']"
1030,"['10.152.152.11', 'xxxx', '142.150.176.127', 'xxxx']"
1031,"['10.152.152.11', 'xxxx', '115.39.103.233', 'xxxx']"
1032,"['10.152.152.11', 'xxxx', '5.1.83.201', 'xxxx']"
1033,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1034,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1035,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1036,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1037,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1038,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1039,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1040,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1041,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1042,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1043,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1044,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1045,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1046,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1047,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1048,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1049,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1050,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1051,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1052,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1053,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1054,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1055,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1056,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1057,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1058,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1059,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1060,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1061,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1062,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1063,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1064,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1065,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1066,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1067,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1068,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1069,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1070,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1071,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1072,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1073,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1074,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1075,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1076,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1077,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1078,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1079,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1080,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1081,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1082,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1083,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1084,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1085,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1086,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1087,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1088,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1089,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1090,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1091,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1092,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1093,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1094,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1095,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1096,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1097,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1098,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1099,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1100,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1101,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1102,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1103,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1104,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1105,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1106,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1107,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1108,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1109,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1110,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1111,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1112,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1113,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1114,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1115,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1116,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1117,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1118,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1119,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1120,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1121,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1122,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1123,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1124,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1125,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1126,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1127,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1128,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1129,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1130,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1131,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1132,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1133,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1134,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1135,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1136,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1137,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1138,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1139,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1140,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1141,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1142,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1143,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1144,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1145,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1146,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1147,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1148,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1149,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1150,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1151,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1152,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1153,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1154,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1155,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1156,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1157,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1158,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1159,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1160,"['10.152.152.11', 42164, '157.55.130.175', 33033]"
1161,"['157.55.130.175', 33033, '10.152.152.11', 42164]"
1162,"['10.152.152.11', 'xxxx', '130.251.55.144', 'xxxx']"
1163,"['10.152.152.11', 'xxxx', '116.118.36.32', 'xxxx']"
1164,"['10.152.152.11', 'xxxx', '130.18.170.235', 'xxxx']"
1165,"['10.152.152.11', 'xxxx', '109.87.48.187', 'xxxx']"
1166,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1167,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1168,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1169,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1170,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1171,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1172,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1173,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1174,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1175,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1176,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1177,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1178,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1179,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1180,"['157.55.130.175', 33033, '10.152.152.11', 42164]"
1181,"['10.152.152.11', 42164, '157.55.130.175', 33033]"
1182,"['157.55.130.175', 33033, '10.152.152.11', 42164]"
1183,"['10.152.152.11', 42164, '157.55.130.175', 33033]"
1184,"['10.152.152.11', 'xxxx', '5.1.83.201', 'xxxx']"
1185,"['10.152.152.11', 'xxxx', '5.1.83.201', 'xxxx']"
1186,"['10.152.152.11', 'xxxx', '5.1.83.201', 'xxxx']"
1187,"['10.152.152.11', 'xxxx', '5.1.83.201', 'xxxx']"
1188,"['10.152.152.11', 'xxxx', '5.1.83.201', 'xxxx']"
1189,"['10.152.152.11', 'xxxx', '130.251.55.144', 'xxxx']"
1190,"['10.152.152.11', 'xxxx', '116.118.36.32', 'xxxx']"
1191,"['10.152.152.11', 'xxxx', '157.55.130.162', 'xxxx']"
1192,"['10.152.152.11', 'xxxx', '111.221.77.176', 'xxxx']"
1193,"['10.152.152.11', 42164, '157.55.130.175', 33033]"
1194,"['157.55.130.175', 33033, '10.152.152.11', 42164]"
1195,"['157.55.130.175', 33033, '10.152.152.11', 42164]"
1196,"['10.152.152.11', 42164, '157.55.130.175', 33033]"
1197,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1198,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1199,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1200,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1201,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1202,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1203,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1204,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1205,"['10.152.152.11', 'xxxx', '5.1.83.201', 'xxxx']"
1206,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1207,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1208,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1209,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1210,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1211,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1212,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1213,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1214,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1215,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1216,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1217,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1218,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1219,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1220,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1221,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1222,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1223,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1224,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1225,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1226,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1227,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1228,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1229,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1230,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1231,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1232,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1233,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1234,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1235,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1236,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1237,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1238,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1239,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1240,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1241,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1242,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1243,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1244,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1245,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1246,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1247,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1248,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1249,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1250,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1251,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1252,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1253,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1254,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1255,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1256,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1257,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1258,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1259,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1260,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1261,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1262,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1263,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1264,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1265,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1266,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1267,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1268,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1269,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1270,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1271,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1272,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1273,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1274,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1275,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1276,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1277,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1278,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1279,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1280,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1281,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1282,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1283,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1284,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1285,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1286,"['10.152.152.11', 'xxxx', '130.251.55.144', 'xxxx']"
1287,"['10.152.152.11', 'xxxx', '116.118.36.32', 'xxxx']"
1288,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1289,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1290,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1291,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1292,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1293,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1294,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1295,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1296,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1297,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1298,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1299,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1300,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1301,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1302,"['10.152.152.11', 'xxxx', '130.251.55.144', 'xxxx']"
1303,"['10.152.152.11', 'xxxx', '116.118.36.32', 'xxxx']"
1304,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1305,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1306,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1307,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1308,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1309,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1310,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1311,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1312,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1313,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1314,"['157.56.126.188', 443, '10.152.152.11', 50946]"
1315,"['10.152.152.11', 50946, '157.56.126.188', 443]"
1316,"['5.178.135.69', 53262, '10.152.152.11', 41249]"
1317,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
1318,"['10.152.152.11', 41249, '5.178.135.69', 53262]"
