,skypechat.pcap
881,"['5.228.45.37', 4668, '10.152.152.11', 52299]"
882,"['10.152.152.11', 47512, '5.71.114.108', 8384]"
883,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
884,"['5.71.114.108', 8384, '10.152.152.11', 47512]"
885,"['10.152.152.11', 47512, '5.71.114.108', 8384]"
886,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
887,"['10.152.152.11', 47512, '5.71.114.108', 8384]"
888,"['5.71.114.108', 8384, '10.152.152.11', 47512]"
889,"['151.51.108.28', 37962, '10.152.152.11', 44075]"
890,"['10.152.152.11', 44075, '151.51.108.28', 37962]"
891,"['10.152.152.11', 44075, '151.51.108.28', 37962]"
892,"['151.51.108.28', 37962, '10.152.152.11', 44075]"
893,"['151.51.108.28', 37962, '10.152.152.11', 44075]"
894,"['10.152.152.11', 44075, '151.51.108.28', 37962]"
895,"['151.51.108.28', 37962, '10.152.152.11', 44075]"
896,"['10.152.152.11', 'xxxx', '85.25.103.119', 'xxxx']"
897,"['151.51.108.28', 37962, '10.152.152.11', 44075]"
898,"['10.152.152.11', 44075, '151.51.108.28', 37962]"
899,"['151.51.108.28', 37962, '10.152.152.11', 44075]"
900,"['5.71.114.108', 8384, '10.152.152.11', 47512]"
901,"['10.152.152.11', 47512, '5.71.114.108', 8384]"
902,"['10.152.152.11', 47512, '5.71.114.108', 8384]"
903,"['5.71.114.108', 8384, '10.152.152.11', 47512]"
904,"['10.152.152.11', 47512, '5.71.114.108', 8384]"
905,"['5.71.114.108', 8384, '10.152.152.11', 47512]"
906,"['151.51.108.28', 37962, '10.152.152.11', 44075]"
907,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
908,"['10.152.152.11', 44075, '151.51.108.28', 37962]"
909,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
910,"['151.51.108.28', 37962, '10.152.152.11', 44075]"
911,"['5.71.114.108', 8384, '10.152.152.11', 47512]"
912,"['10.152.152.11', 47512, '5.71.114.108', 8384]"
913,"['5.71.114.108', 8384, '10.152.152.11', 47512]"
914,"['5.71.114.108', 8384, '10.152.152.11', 47512]"
915,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
916,"['10.152.152.11', 44075, '151.51.108.28', 37962]"
917,"['10.152.152.11', 47512, '5.71.114.108', 8384]"
918,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
919,"['151.51.108.28', 37962, '10.152.152.11', 44075]"
920,"['5.71.114.108', 8384, '10.152.152.11', 47512]"
921,"['10.152.152.11', 'xxxx', '146.255.70.183', 'xxxx']"
922,"['10.152.152.11', 'xxxx', '108.2.111.148', 'xxxx']"
923,"['10.152.152.11', 'xxxx', '85.25.103.119', 'xxxx']"
924,"['10.152.152.11', 53178, '157.56.126.111', 443]"
925,"['157.56.126.111', 443, '10.152.152.11', 53178]"
926,"['157.56.126.111', 443, '10.152.152.11', 53178]"
927,"['10.152.152.11', 53178, '157.56.126.111', 443]"
928,"['157.56.126.111', 443, '10.152.152.11', 53178]"
929,"['10.152.152.11', 53178, '157.56.126.111', 443]"
930,"['157.55.130.151', 40015, '10.152.152.11', 32826]"
931,"['10.152.152.11', 32826, '157.55.130.151', 40015]"
932,"['157.55.130.151', 40015, '10.152.152.11', 32826]"
933,"['10.152.152.11', 32826, '157.55.130.151', 40015]"
934,"['10.152.152.11', 32826, '157.55.130.151', 40015]"
935,"['10.152.152.11', 'xxxx', '85.25.103.119', 'xxxx']"
936,"['157.55.130.151', 40015, '10.152.152.11', 32826]"
937,"['10.152.152.11', 'xxxx', '140.78.113.6', 'xxxx']"
938,"['10.152.152.11', 'xxxx', '114.85.251.125', 'xxxx']"
939,"['10.152.152.11', 'xxxx', '129.125.175.111', 'xxxx']"
940,"['10.152.152.11', 'xxxx', '121.166.255.75', 'xxxx']"
941,"['10.152.152.11', 'xxxx', '85.25.103.119', 'xxxx']"
942,"['10.152.152.11', 'xxxx', '85.25.103.119', 'xxxx']"
943,"['10.152.152.11', 'xxxx', '85.25.103.119', 'xxxx']"
944,"['10.152.152.11', 32826, '157.55.130.151', 40015]"
945,"['157.55.130.151', 40015, '10.152.152.11', 32826]"
946,"['157.55.130.151', 40015, '10.152.152.11', 32826]"
947,"['10.152.152.11', 32826, '157.55.130.151', 40015]"
948,"['10.152.152.11', 'xxxx', '85.25.103.119', 'xxxx']"
949,"['10.152.152.11', 'xxxx', '140.78.113.6', 'xxxx']"
950,"['10.152.152.11', 'xxxx', '114.85.251.125', 'xxxx']"
951,"['10.152.152.11', 'xxxx', '213.199.179.153', 'xxxx']"
952,"['10.152.152.11', 'xxxx', '111.221.77.155', 'xxxx']"
953,"['10.152.152.11', 'xxxx', '85.25.103.119', 'xxxx']"
954,"['157.56.126.111', 443, '10.152.152.11', 53178]"
955,"['10.152.152.11', 53178, '157.56.126.111', 443]"
956,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
957,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
958,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
959,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
960,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
961,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
962,"['10.152.152.11', 53178, '157.56.126.111', 443]"
963,"['157.56.126.111', 443, '10.152.152.11', 53178]"
964,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
965,"['10.152.152.11', 53178, '157.56.126.111', 443]"
966,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
967,"['157.56.126.111', 443, '10.152.152.11', 53178]"
968,"['157.56.126.111', 443, '10.152.152.11', 53178]"
969,"['10.152.152.11', 53178, '157.56.126.111', 443]"
970,"['157.56.126.111', 443, '10.152.152.11', 53178]"
971,"['10.152.152.11', 53178, '157.56.126.111', 443]"
972,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
973,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
974,"['10.152.152.11', 53178, '157.56.126.111', 443]"
975,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
976,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
977,"['157.56.126.111', 443, '10.152.152.11', 53178]"
978,"['157.56.126.111', 443, '10.152.152.11', 53178]"
979,"['10.152.152.11', 53178, '157.56.126.111', 443]"
980,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
981,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
982,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
983,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
984,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
985,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
986,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
987,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
988,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
989,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
990,"['157.56.126.111', 443, '10.152.152.11', 53178]"
991,"['10.152.152.11', 53178, '157.56.126.111', 443]"
992,"['157.56.126.111', 443, '10.152.152.11', 53178]"
993,"['10.152.152.11', 53178, '157.56.126.111', 443]"
994,"['10.152.152.11', 53178, '157.56.126.111', 443]"
995,"['157.56.126.111', 443, '10.152.152.11', 53178]"
996,"['10.152.152.11', 53178, '157.56.126.111', 443]"
997,"['157.56.126.111', 443, '10.152.152.11', 53178]"
998,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
999,"['10.152.152.11', 'xxxx', '140.78.113.6', 'xxxx']"
1000,"['10.152.152.11', 'xxxx', '114.85.251.125', 'xxxx']"
1001,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1002,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1003,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1004,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1005,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1006,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1007,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1008,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1009,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1010,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1011,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1012,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1013,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1014,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1015,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1016,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1017,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1018,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1019,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1020,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1021,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1022,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1023,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1024,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1025,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1026,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1027,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1028,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1029,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1030,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1031,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1032,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1033,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1034,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1035,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1036,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1037,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1038,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1039,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1040,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1041,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1042,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1043,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1044,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1045,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1046,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1047,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1048,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1049,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1050,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1051,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1052,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1053,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1054,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1055,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1056,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1057,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1058,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1059,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1060,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1061,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1062,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1063,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1064,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1065,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1066,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1067,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1068,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1069,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1070,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1071,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1072,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1073,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1074,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1075,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1076,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1077,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1078,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1079,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1080,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1081,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1082,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1083,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1084,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1085,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1086,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1087,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1088,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1089,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1090,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1091,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1092,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1093,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1094,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1095,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1096,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1097,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1098,"['157.55.130.151', 40015, '10.152.152.11', 32826]"
1099,"['10.152.152.11', 32826, '157.55.130.151', 40015]"
1100,"['157.55.130.151', 40015, '10.152.152.11', 32826]"
1101,"['10.152.152.11', 32826, '157.55.130.151', 40015]"
1102,"['10.152.152.11', 32826, '157.55.130.151', 40015]"
1103,"['10.152.152.11', 'xxxx', '85.25.103.119', 'xxxx']"
1104,"['157.55.130.151', 40015, '10.152.152.11', 32826]"
1105,"['10.152.152.11', 'xxxx', '85.25.103.119', 'xxxx']"
1106,"['10.152.152.11', 'xxxx', '140.78.113.6', 'xxxx']"
1107,"['10.152.152.11', 'xxxx', '114.85.251.125', 'xxxx']"
1108,"['10.152.152.11', 'xxxx', '85.25.103.119', 'xxxx']"
1109,"['10.152.152.11', 'xxxx', '85.25.103.119', 'xxxx']"
1110,"['10.152.152.11', 'xxxx', '85.25.103.119', 'xxxx']"
1111,"['10.152.152.11', 'xxxx', '140.78.113.6', 'xxxx']"
1112,"['10.152.152.11', 'xxxx', '114.85.251.125', 'xxxx']"
1113,"['10.152.152.11', 'xxxx', '85.25.103.119', 'xxxx']"
1114,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1115,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1116,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1117,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1118,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1119,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1120,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1121,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1122,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1123,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1124,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1125,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1126,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1127,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1128,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1129,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1130,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1131,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1132,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1133,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1134,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1135,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1136,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1137,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1138,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1139,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1140,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1141,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1142,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1143,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1144,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1145,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1146,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1147,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1148,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1149,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1150,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1151,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1152,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1153,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1154,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1155,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1156,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1157,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1158,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1159,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1160,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1161,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1162,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1163,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1164,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1165,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1166,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1167,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1168,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1169,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1170,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1171,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1172,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1173,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1174,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1175,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1176,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1177,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1178,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1179,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1180,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1181,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1182,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1183,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1184,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1185,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1186,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1187,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1188,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1189,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1190,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1191,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1192,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1193,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1194,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1195,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1196,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1197,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1198,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1199,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1200,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1201,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1202,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1203,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1204,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1205,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1206,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1207,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1208,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1209,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1210,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1211,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1212,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1213,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1214,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1215,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1216,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1217,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1218,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1219,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1220,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1221,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1222,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1223,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1224,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1225,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1226,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1227,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1228,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1229,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1230,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1231,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1232,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1233,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1234,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1235,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1236,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1237,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1238,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1239,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1240,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1241,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1242,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1243,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1244,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1245,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1246,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1247,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1248,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1249,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1250,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1251,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1252,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1253,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1254,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1255,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1256,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1257,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1258,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1259,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1260,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1261,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1262,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1263,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1264,"['157.55.130.151', 40015, '10.152.152.11', 32826]"
1265,"['10.152.152.11', 32826, '157.55.130.151', 40015]"
1266,"['10.152.152.11', 'xxxx', '85.25.103.119', 'xxxx']"
1267,"['157.55.130.151', 40015, '10.152.152.11', 32826]"
1268,"['10.152.152.11', 'xxxx', '125.30.60.191', 'xxxx']"
1269,"['10.152.152.11', 'xxxx', '5.65.183.7', 'xxxx']"
1270,"['10.152.152.11', 'xxxx', '96.243.160.94', 'xxxx']"
1271,"['10.152.152.11', 'xxxx', '24.187.104.127', 'xxxx']"
1272,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1273,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1274,"['10.152.152.11', 'xxxx', '85.25.103.119', 'xxxx']"
1275,"['10.152.152.11', 'xxxx', '85.25.103.119', 'xxxx']"
1276,"['10.152.152.11', 'xxxx', '85.25.103.119', 'xxxx']"
1277,"['10.152.152.11', 'xxxx', '85.25.103.119', 'xxxx']"
1278,"['10.152.152.11', 'xxxx', '125.30.60.191', 'xxxx']"
1279,"['10.152.152.11', 'xxxx', '5.65.183.7', 'xxxx']"
1280,"['10.152.152.11', 'xxxx', '157.56.52.41', 'xxxx']"
1281,"['10.152.152.11', 'xxxx', '111.221.74.23', 'xxxx']"
1282,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1283,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1284,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1285,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1286,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1287,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1288,"['10.152.152.11', 'xxxx', '85.25.103.119', 'xxxx']"
1289,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1290,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1291,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1292,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1293,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1294,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1295,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1296,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1297,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1298,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1299,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1300,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1301,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1302,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1303,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1304,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1305,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1306,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1307,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1308,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1309,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1310,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1311,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
1312,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1313,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
1314,"['157.56.126.111', 443, '10.152.152.11', 53178]"
1315,"['10.152.152.11', 53178, '157.56.126.111', 443]"
1316,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
